Dia,Mes,Ano,Departamento,Municipio,Lugar de Ocurrencia,Hecho Simultaneos,Tipo de Arma,Tipo de Implicado (2),No Victimas Fatales,Combatientes,Poblacion Civil,Lesionado,Fuente,
13,3,1996,Antioquia,Remedios,Cabecera Municipal,Bienes Civiles,Fusiles y Granadas,Guerrilla-ELN,,,,,Boletin Informativo Justicia y Paz Vol. 9 No 1 Pp. 75,
14,3,1996,Valle del Cauca,Florida,Cabecera Municipal,Bienes Civiles y Lesionado,Rockets y Fusiles,Guerrilla-FARC,1,1,,3,Boletin Informativo Justicia y Paz Vol. 9 No 1 Pp. 75,
22,4,1996,Sucre,Coloso,Cabecera Municipal,Bienes Civiles,,Guerrilla-FARC,,,,,Boletin Informativo Justicia y Paz Vol. 9 No 2 Pp. 34,
28,4,1996,Narino,Policarpa,Cabecera Municipal,,,Guerrilla-FARC,,,,,Boletin Informativo Justicia y Paz Vol. 9 No 2 Pp. 35,
28,5,1996,Casanare,San Luis de Palenque,Cabecera Municipal,Bienes Civiles,,Guerrilla-FARC,3,3,,,Boletin Informativo Justicia y Paz Vol. 9 No 2 Pp. 61,
8,7,1996,Cundinamarca,Gutierrez,Cabecera Municipal,,,Guerrilla-FARC,,,,,Noche y Niebla # 1 Pp. 86,
9,7,1996,Cundinamarca,Quetame,Cabecera Municipal,,Fusiles y Rockets,Guerrilla-FARC,2,2,,,Noche y Niebla # 1 Pp. 86,
13,7,1996,Tolima,San Luis,IP Payande,Lesionado,,Guerrilla-FARC,,,,3,Noche y Niebla # 1 Pp. 86,
6,8,1996,Meta,Castilla La Nueva,Cabecera Municipal,,,Guerrilla-FARC,,,,,Noche y Niebla # 1 Pp. 90,
6,8,1996,Meta,Acacias,Cabecera Municipal,Lesionado,,Guerrilla-FARC,,,,2,Noche y Niebla # 1 Pp. 90,
6,8,1996,Meta,Guamal,Cabecera Municipal,Bienes Civiles y Lesionado,Fusiles y Artefactos Explosivos,Guerrilla-FARC,,,,9,Noche y Niebla # 1 Pp. 90,
7,8,1996,Meta,Puerto Rico,Cabecera Municipal,,,Guerrilla-FARC,2,2,,,Noche y Niebla # 1 Pp. 90,
14,8,1996,Antioquia,Betania,Cabecera Municipal,Bienes Civiles y Lesionado,,Guerrilla-ELN,,,,2,Noche y Niebla # 1 Pp. 96,
27,8,1996,Sucre,Sucre,Cabecera Municipal,,,Guerrilla No Identificada,,,,,Noche y Niebla # 1 Pp. 90,
29,8,1996,Antioquia,Peque,Cabecera Municipal, ,,Guerrilla-FARC,,,,,Noche y Niebla # 1 Pp. 90,
29,8,1996,Cundinamarca,Jerusalen,Cabecera Municipal,Lesionado y Civil Muerto,,Guerrilla-FARC,2,1,1,1,Noche y Niebla # 1 Pp. 97,
30,8,1996,Antioquia,Granada,Cabecera Municipal,,,Guerrilla-FARC,,,,,Noche y Niebla # 1 Pp. 98,
30,8,1996,Cauca,Santander de Quilichao,Cabecera Municipal,Bienes Civiles,,Guerrilla-FARC,3,3,,,Noche y Niebla # 1 Pp. 98,
30,8,1996,Cesar,El Paso,Cabecera Municipal,,,Guerrilla-FARC,3,3,,,Noche y Niebla # 1 Pp. 98,
30,8,1996,Cundinamarca,Guaduas,Cabecera Municipal,,,Guerrilla-FARC,,,,,Noche y Niebla # 1 Pp. 97,
30,8,1996,Cundinamarca,Guayabal de Siquima,Cabecera Municipal,,,Guerrilla-FARC,1,1,,,Noche y Niebla # 1 Pp. 97,
30,8,1996,Magdalena,Cienaga,Cabecera Municipal,,,Guerrilla-FARC,4,4,,,Noche y Niebla # 1 Pp. 98,
30,8,1996,Meta,Puerto Rico,Cabecera Municipal,,,Guerrilla-FARC,,,,,Noche y Niebla # 1 Pp. 98,
30,8,1996,Meta,Puerto Gaitan,Cabecera Municipal,,,Guerrilla-FARC,1,1,,,,
30,8,1996,Meta,Lejanias,Cabecera Municipal,Bienes Civiles,,Guerrilla-FARC,,,,,Noche y Niebla # 1 Pp. 98,
30,8,1996,Santander,Capitanejo,Cabecera Municipal,,,Guerrilla-FARC,3,3,,,Noche y Niebla # 1 Pp. 90,
17,9,1996,Cauca,El Tambo,Cabecera Municipal,,,Guerrilla-FARC,1,1,,,Noche y Niebla # 1 Pp. 101,
19,9,1996,Antioquia,Zaragoza,Cabecera Municipal,Lesionado,,Guerrilla-ELN,1,1,,4,Noche y Niebla # 1 Pp. 101,
19,9,1996,Meta,El Castillo,Cabecera Municipal, ,,Guerrilla-FARC,1,1,,,Noche y Niebla # 1 Pp. 101,
20,9,1996,Antioquia,Campamento,Cabecera Municipal,,,Guerrilla-ELN,,,,,Noche y Niebla # 1 Pp. 101,
21,9,1996,Bolivar,El Carmen de Bolivar,Cabecera Municipal,,,Guerrilla-ELN,,,,,Noche y Niebla # 1 Pp. 101,
4,10,1996,Narino,Linares,Cabecera Municipal,Lesionado,,Guerrilla-ELN,1,1,,1,Noche y Niebla # 2 Pp. 124,
4,10,1996,Narino,Gualmatan,Cabecera Municipal,Lesionado,,Guerrilla-ELN,,,,4,Noche y Niebla # 2 Pp. 124,
15,10,1996,Antioquia,Segovia,Cabecera Municipal,Lesionado,,Guerrilla-ELN,,,,1,Noche y Niebla # 2 Pp. 128,
20,10,1996,Boyaca,Covarachia,Cabecera Municipal,,,Guerrilla-FARC,2,2,,,Noche y Niebla # 2 Pp. 124,
25,10,1996,Caldas,Pensilvania,IP San Grabriel,,,Guerrilla-FARC,,,,,Noche y Niebla # 2 Pp. 124,
17,12,1996,Antioquia,Toledo,Cabecera Municipal,,,Guerrilla-FARC,,,,,Noche y Niebla # 3 Pp. 138,
21,12,1996,Arauca,Saravena,Cabecera Municipal,Lesionado,,Guerrilla-ELN,,,,1,Noche y Niebla # 3 Pp. 135,
22,12,1996,Arauca,Arauca,Cabecera Municipal, ,,Guerrilla-ELN,,,,,Noche y Niebla # 3 Pp. 138,
27,12,1996,Antioquia,Giraldo,Cabecera Municipal,,,Guerrilla-FARC,,,,,Noche y Niebla # 3 Pp. 135,
10,1,1996,Norte de Santander,Toledo,IP Bata,Lesionado,,Guerrilla-ELN,2,1,1,1,"Boletin Informativo Justicia y Paz, Vol. 9 No 1. Pp. 24",
16,1,1996,Meta,Mapiripan,Cabecera Municipal, ,,Guerrilla-FARC,2,1,1,,"Boletin Informativo Justicia y Paz, Vol. 9 No 1. Pp. 25",
25,4,1996,Caqueta,San Jose de Fragua,Cabecera Municipal,Lesionado,,Guerrilla-FARC,7,6,1,,"Boletin Informativo Justicia y Paz, Vol 9 No 1. Pp. 35",
1,5,1996,Antioquia,Segovia,Cabecera Municipal,Bienes Civiles y Lesionado,,Guerrilla-ELN,1,,1,1,Boletin Justicia y Paz Vol. 9  No 2. Pp. 59,
9,1,1997,Choco,Riosucio,Cabecera Municipal,Lesionado,,Guerrilla-FARC,16,16,,7,Noche y Niebla # 3 Pp. 128,
26,1,1997,Sucre,Guaranda,Cabecera Municipal,Lesionado,,Guerrilla-FARC,1,1,,1,Noche y Niebla # 3 Pp. 129,
28,1,1997,Choco,Bagado,Cabecera Municipal,Lesionado,,Guerrilla-ERG,6,6,,2,Noche y Niebla # 3 Pp. 130,
6,2,1997,Bolivar,San Jacinto,Cabecera Municipal,,,Guerrilla-FARC,,,,,Noche y Niebla # 3 Pp. 135,
7,2,1997,Norte de Santander,Sardinata,IP Las Mercedes,Lesionado,,Guerrilla-FARC,,,,5,Noche y Niebla # 3 Pp. 135,
9,2,1997,Cauca,Caldono,Cabecera Municipal,,,Guerrilla-FARC,,,,,Noche y Niebla # 3 Pp. 135,
14,2,1997,Sucre,Galeras,Cabecera Municipal,Bienes Civiles y Secuestro,,Guerrilla-ERP,4,4,,,Noche y Niebla # 3 Pp. 135,
15,2,1997,Cundinamarca,Apulo,Cabecera Municipal,,,Guerrilla-FARC,2,2,,,Noche y Niebla # 3 Pp. 135,
16,2,1997,La Guajira,Urumita,Cabecera Municipal,,,Guerrilla-ELN,1,1,,,Noche y Niebla # 3 Pp. 136,
25,2,1997,Cundinamarca,Viani,Cabecera Municipal,,,Guerrilla-FARC,1,1,,,Noche y Niebla # 3 Pp. 136,
26,2,1997,Boyaca,Labranzagrande,Cabecera Municipal,Bienes Civiles y Lesionado,,Guerrilla-FARC,2,2,,1,Noche y Niebla # 3 Pp. 136,
3,3,1997,Meta,El Dorado,Cabecera Municipal,,,Guerrilla-FARC,5,5,,,Noche y Niebla # 3 Pp. 143,
8,3,1997,Cundinamarca,Gutierrez,Cabecera Municipal,Bienes Civiles,"Fusiles, Granadas y Rockets",Guerrilla-FARC,1,1,,,Noche y Niebla # 3 Pp. 143,
8,3,1997,Cundinamarca,Une,Cabecera Municipal,,,Guerrilla-FARC,,,,,Noche y Niebla # 3 Pp. 149,
14,3,1997,Meta,El Castillo,Cabecera Municipal,,,Guerrilla-FARC,1,1,,,Noche y Niebla # 3 Pp. 143,
31,3,1997,Cauca,Miranda,Cabecera Municipal,Bienes Civiles,,Guerrilla-FARC y Jaime Bateman Cayon,,,,,Noche y Niebla # 3 Pp. 143,
4,4,1997,Casanare,Chameza,Cabecera Municipal,Bienes Civiles,,Guerrilla-FARC,5,5,,,Noche y Niebla # 4 Pp. 136,
15,4,1997,Norte de Santander,El Tarra,Cabecera Municipal,,,Guerrilla-FARC,2,2,,,Noche y Niebla # 4 Pp. 136,
18,5,1997,Antioquia,Argelia,Cabecera Municipal,,,Guerrilla-FARC,,,,,Noche y Niebla # 4 Pp. 141,
13,6,1997,Magdalena,Cienaga,Corregimiento Rio Frio,,,Guerrilla-FARC,,,,,Noche y Niebla # 4 Pp. 147,
30,6,1997,Bolivar,Simiti ,Cabecera Municipal,,,Guerrilla-ELN,,,,,Noche y Niebla # 4 Pp. 147,
1,7,1997,Antioquia,Pueblorrico,Cabecera Municipal,Bienes Civiles,,Guerrilla-ELN,,,,,Noche y Niebla # 5 Pp. 140,
10,7,1997,Cauca,Paez,Cabecera Municipal,Bienes Civiles y Pillaje,Fusiles y Artefactos Explosivos,Guerrilla-JEGA,,,,,Noche y Niebla # 5 Pp. 140,
21,7,1997,Norte de Santander,Abrego,Cabecera Municipal,Bienes Civiles,,Guerrilla-ELN,2,2,,,Noche y Niebla # 5 Pp. 149,
24,7,1997,Cauca,Piendamo,Cabecera Municipal,Bienes Civiles y Pillaje,,Guerrilla-FARC,,,,,Noche y Niebla # 5 Pp. 140,
24,7,1997,Cauca,Toribio,Cabecera Municipal,,,Guerrilla-FARC,,,,,Noche y Niebla # 5 Pp. 149,
20,8,1997,Cundinamarca,Cabrera,Cabecera Municipal,Bienes Civiles y Civil Muerto,,Guerrilla-FARC,3,2,1,,Noche y Niebla # 5 Pp. 151,
26,8,1997,Cesar,Valledupar,Corregimiento Valencia de Jesus,Bienes Civiles,"Fusiles, Granadas y Artefactos Explosivos",Guerrilla-ELN,,,,,Noche y Niebla # 5 Pp. 157,
26,8,1997,Valle del Cauca,El Cerrito,IP Tenerife,,,Guerrilla-FARC,1,1,,,Noche y Niebla # 5 Pp. 157,
1,9,1997,Putumayo,San Miguel,Cabecera Municipal,Bienes Civiles,,Guerrilla-FARC,16,16,,,Noche y Niebla # 5 Pp. 159,
7,9,1997,Antioquia,Yali,Cabecera Municipal,Bienes Civiles,,Guerrilla-ELN,,,,,Noche y Niebla # 5 Pp. 159,
14,9,1997,Cundinamarca,Puli,Cabecera Municipal,Bienes Civiles,Fusiles y Granadas,Guerrilla-FARC,2,2,,,Noche y Niebla # 5 Pp. 159,
15,9,1997,Cundinamarca,Paratebueno,IP Maya,,,Guerrilla-FARC,,,,,Noche y Niebla # 5 Pp. 164,
15,9,1997,Meta,San Juan de Arama,Cabecera Municipal,,,Guerrilla-FARC,,,,,Noche y Niebla # 5 Pp. 164,
18,9,1997,Guainia,Inirida,Cabecera Municipal,,,Guerrilla-FARC,,,,,Noche y Niebla # 5 Pp. 159,
15,10,1997,Antioquia,Caicedo ,Cabecera Municipal,Bienes Civiles y Lesionado,"Fusiles, Rockets y Granadas",Guerrilla-FARC,8,8,,2,Noche y Niebla # 6 Pp. 140,
23,10,1997,Norte de Santander,Hacari,Cabecera Municipal,,,Guerrilla-ELN,,,,,Noche y Niebla # 6 Pp. 140,
21,11,1997,Cauca,Piendamo,Cabecera Municipal, ,"Fusiles, Granadas y Artefactos Explosivos",Guerrilla-FARC,,,,,Noche y Niebla # 6 Pp. 149,
4,12,1997,Quindio,Genova,Cabecera Municipal,Bienes Civiles,,Guerrilla-FARC,1,1, ,,Noche y Niebla # 6 Pp. 153,
16,12,1997,Cauca,Caldono,IP Siberia,Bienes Civiles,,Guerrilla-FARC,1,1,,,Noche y Niebla # 6 Pp. 153,
12,1,1997,Cauca,Caloto,Cabecera Municipal,Bienes Civiles,,Guerrilla-FARC,1,,1,,Noche y Niebla # 3 Pp. 128,
13,1,1997,Magdalena,Fundacion,Corregimiento Santa Rosa de Lima,Lesionado,,Guerrilla-FARC,3,1,2,,Noche y Niebla # 3. Pp. 128,
21,1,1997,Antioquia,Argelia,Cabecera Municipal,Lesionado,,Guerrilla-FARC,2,1,1,,Noche y Niebla # 3. Pp. 128,
6,2,1997,Boyaca,Cubara,Cabecera Municipal,Lesionado,,Guerrilla-ELN,7,5,2,2,Noche y Niebla # 3. Pp. 135,
9,5,1997,Cundinamarca,Venecia,Cabecera Municipal,,,Guerrilla-FARC,2,1,1, ,Noche y Niebla # 4. Pp. 141,
4,6,1997,Cauca,Silvia,Cabecera Municipal,Pillaje y Lesionado,,Guerrilla-FARC,1, ,1,2,Noche y Niebla # 4. Pp. 147,
6,6,1997,Narino,Barbacoas,Cabecera Municipal, ,,Guerrilla-FARC,6,4,2,,Noche y Niebla # 4. Pp. 147,
18,7,1997,Cesar,La Paz,Cabecera Municipal, ,,Guerrilla-ELN,1,,1,,Noche y Niebla # 5. Pp. 148,
1,8,1997,Caqueta,Valparaiso,Cabecera Municipal,Lesionado,,Guerrilla-FARC,1,,1,,Noche y Niebla # 5. Pp. 151,
11,9,1997,Boyaca,Pajarito,Cabecera Municipal,,,Guerrilla-FARC,10,7,3,,Noche y Niebla # 5. Pp. 159,
24,9,1997,Meta,La Uribe,Cabecera Municipal,Lesionado,,Guerrilla-FARC,3,2,1,13,Noche y Niebla # 5. Pp. 164,
18,10,1997,Cauca ,Balboa,Cabecera Municipal,,,Guerrilla-FARC,1,,1,,Noche y Niebla # 6. Pp. 140,
16,11,1997,Meta,Mesetas,Cabecera Municipal, ,,Guerrilla-FARC,1,,1,,Noche y Niebla # 6. Pp. 149,
17,11,1997,Cauca,Totoro,Cabecera Municipal,Bienes Civiles,,Guerrilla-FARC,4,2,2,,Noche y Niebla # 6. Pp. 149,
11,12,1997,Santander,Guaca,Cabecera Municipal,Lesionado,,Guerrilla No Identificada,3,2,1,7,Noche y Niebla # 6. Pp. 153,
11,12,1997,Santander,Mogotes,Cabecera Municipal,Secuestro,Artefacto Explosivo,Guerrilla-ELN,6,3,3,,Noche y Niebla # 6. Pp. 153,
15,12,1997,Meta,Mesetas,Cabecera Municipal,,"Morteros, Rockets y Granadas",Guerrilla-FARC,2,1,1,,Noche y Niebla # 6. Pp. 153,
16,12,1997,Norte de Santander,San Calixto,Cabecera Municipal,Bienes Civiles y Lesionado,,Guerrilla-ELN y EPL,1, ,1,,Noche y Niebla # 6. Pp. 153,
3,8,1997,Cundinamarca,Gachala,Cabecera Municipal,Bienes Civiles y Asesinato Selectivo,,Guerrilla-FARC,2,,2,,Noche y Niebla # 5 Pp. 105,
9,1,1998,Bolivar,San Pablo,Cabecera Municipal,,,Guerrilla-ELN,,,,,Noche y Niebla # 7 y 8 Pp. 25,
12,1,1998,Meta,Puerto Lleras,Cabecera Municipal,,,Guerrilla-FARC,2,2,,,Noche y Niebla # 7 y 8 Pp. 27,
19,1,1998,Boyaca,Guican ,Cabecera Municipal,,,Guerrilla-FARC,1,1,,,Noche y Niebla # 7 y 8 Pp. 27,
25,1,1998,Santander,Bolivar,Cabecera Municipal,Lesionado,Fusiles y Rockets,Guerrilla No Identificada,5,5,,1,Noche y Niebla # 7 y 8 Pp. 30,
27,1,1998,Antioquia,Betulia,Corregimiento Altamira, ,,Guerrilla-FARC,5,5,,,Noche y Niebla # 7 y 8 Pp. 32,
27,1,1998,Boyaca,Rondon,Cabecera Municipal,Bienes Civiles y Lesionado,Fusiles,Guerrilla-FARC,,,,1,Noche y Niebla # 7 y 8 Pp. 32,
16,2,1998,Cundinamarca,Nocaima,Cabecera Municipal,,,Guerrilla-FARC,2,2,,,Noche y Niebla # 7 y 8 Pp. 46,
22,2,1998,Tolima,Cunday,IP Tres Esquinas,Bienes Civiles,,Guerrilla-FARC,1,1,,,Noche y Niebla # 7 y 8 Pp. 49-50,
3,3,1998,Santander,San Andres,Cabecera Municipal,,Fusiles y Granadas,Guerrilla-ELN,2,2,,,Noche y Niebla # 7 y 8 Pp. 56,
8,3,1998,Huila,Algeciras,Cabecera Municipal,Lesionado,,Guerrilla-FARC,,,,4,Noche y Niebla # 7 y 8 Pp. 59,
30,3,1998,Meta,Vistahermosa,Cabecera Municipal,Bienes Civiles,,Guerrilla-FARC,5,5,,,Noche y Niebla # 7 y 8 Pp. 83,
16,4,1998,Arauca,Cravo Norte,Cabecera Municipal,,Fusiles y Granadas,Guerrilla-FARC,,,,,Noche y Niebla # 7 y 8 Pp. 98,
30,4,1998,Norte de Santander,Ragonvaglia,Cabecera Municipal,Bienes Civiles y Lesionado,,Guerrilla-ELN,2,2,,1,Noche y Niebla # 7 y 8 Pp. 107,
20,5,1998,Cundinamarca,Beltran,Cabecera Municipal,Bienes Civiles,,Guerrilla-FARC,1,1,,,Noche y Niebla # 7 y 8 Pp. 123-124,
21,5,1998,Antioquia,La Union,Corregimiento Mesopotamia,Bienes Civiles,,Guerrilla-FARC y ELN,,,,,Noche y Niebla # 7 y 8 Pp. 124,
21,5,1998,Bolivar,Morales,Cabecera Municipal,Bienes Civiles y Lesionado,,Guerrilla No Identificada,4,4,,4,Noche y Niebla # 7 y 8 Pp. 124,
25,5,1998,Santander,Landazuri,Cabecera Municipal,Bienes Civiles,,Guerrilla-ELN,,,,,Noche y Niebla # 7 y 8 Pp. 126,
27,5,1998,Narino,Sandona,Cabecera Municipal,,,Guerrilla-FARC,2,2,,,Noche y Niebla # 7 y 8 Pp. 128,
19,6,1998,Valle del Cauca,Jamundi,Cabecera Municipal,Bienes Civiles y Lesionado,,Guerrilla-ELN,2,2,,1,Noche y Niebla # 7 y 8 Pp. 146,
17,7,1998,Cauca,Puerto Tejada,Cabecera Municipal,Bienes Civiles,,Guerrilla-FARC,,,,,Noche y Niebla # 9 Pp. 37,
17,7,1998,Cauca,Caldono,Cabecera Municipal, ,,Guerrilla-FARC,1,1,,,Noche y Niebla # 9 Pp. 37,
17,7,1998,Cundinamarca,Yacopi,Cabecera Municipal, ,,Guerrilla-FARC,,,,,Noche y Niebla # 9 Pp. 37,
31,7,1998,Antioquia,Cocorna,Cabecera Municipal,Bienes Civiles,,Guerrilla-ELN,3,3,,,Noche y Niebla # 9 Pp. 45-46,
1,8,1998,Narino,Los Andes (Sotomayor),Cabecera Municipal,Bienes Civiles,,Guerrilla-FARC,,,,,Noche y Niebla # 9 Pp. 49,
2,8,1998,Bolivar,San Martin de Loba,Cabecera Municipal,Bienes Civiles,,Guerrilla No Identificada,10,10,,,Noche y Niebla # 9 Pp. 50,
2,8,1998,Cauca,Corinto,Cabecera Municipal,Bienes Civiles,,Guerrilla-FARC,,,,,Noche y Niebla # 9 Pp. 51,
2,8,1998,Cauca,Cajibio,Cabecera Municipal,Bienes Civiles,,Guerrilla-FARC,,,,1,Noche y Niebla # 9 Pp. 51,
4,8,1998,Cauca,Miranda,Cabecera Municipal, ,,Guerrilla-FARC,,,,,Noche y Niebla # 9 Pp. 57,
4,8,1998,Meta,La Uribe,Cabecera Municipal,Bienes Civiles y Lesionado,,Guerrilla-FARC,25,25,,1,Noche y Niebla # 9 Pp. 57,
4,8,1998,Tolima,Natagaima,Cabecera Municipal,"Bienes Civiles, Pillaje, Lesionado y Secuestro",,Guerrilla-FARC,,,,1,Noche y Niebla # 9 Pp. 56,
5,8,1998,Cauca,Morales,Cabecera Municipal,,,Guerrilla-FARC,,,,,Noche y Niebla # 9 Pp. 57,
12,8,1998,La Guajira,Urumita,Cabecera Municipal,Bienes Civiles,,Guerrilla-FARC,2,2,,,Noche y Niebla # 9 Pp. 61,
16,8,1998,Cauca,El Tambo,Cabecera Municipal,Bienes Civiles y Pillaje,,Guerrilla-FARC,,,,,Noche y Niebla # 9 Pp. 63,
19,8,1998,Norte de Santander,Silos,Cabecera Municipal,,,Guerrilla-ELN,,,,,Noche y Niebla # 9 Pp. 64,
19,8,1998,Norte de Santander,Cacota,Cabecera Municipal,,,Guerrilla-ELN,2,2,,,Noche y Niebla # 9 Pp. 65,
19,8,1998,Norte de Santander,Chitaga,Cabecera Municipal,Bienes Civiles,,Guerrilla-ELN,2,2,,,Noche y Niebla # 9 Pp. 65,
21,8,1998,Valle del Cauca,El Cerrito,IP El Placer,Bienes Civiles,,Guerrilla-ELN,,,,,Noche y Niebla # 9 Pp. 66,
15,9,1998,Casanare,Hato Corozal,Cabecera Municipal,Bienes Civiles,,Guerrilla-FARC,5,5,,,Noche y Niebla # 9 Pp. 87,
24,9,1998,Cesar,Chimichagua,Cabecera Municipal,Bienes Civiles,,Guerrilla-FARC y ELN,1,1,,,Noche y Niebla # 9 Pp. 94,
25,9,1998,Norte de Santander,Sardinata,Cabecera Municipal, ,,Guerrilla-FARC,2,2,,,Noche y Niebla # 9 Pp. 94,
28,9,1998,Cauca,Argelia,Cabecera Municipal,Bienes Civiles y Pillaje,,Guerrilla-FARC,,,,,Noche y Niebla # 9 Pp. 97,
2,10,1998,Cundinamarca,Quipile,Cabecera Municipal,Bienes Civiles,,Guerrilla-FARC,,,,,Noche y Niebla # 10 Pp. 29,
11,10,1998,Santander,Albania,Cabecera Municipal,Bienes Civiles,,Guerrilla-FARC y ELN,2,2,,,Noche y Niebla # 10 Pp. 33-34,
14,10,1998,Narino,Belen,Cabecera Municipal,Bienes Civiles,,Guerrilla-FARC,3,2,1,,Noche y Niebla # 10 Pp. 36,
14,10,1998,Narino,Colon (Genova),Cabecera Municipal,Bienes Civiles,,Guerrilla-FARC,,,,,Noche y Niebla # 10 Pp. 36,
14,10,1998,Narino,La Cruz,Cabecera Municipal,Bienes Civiles,,Guerrilla-FARC,,,,,Noche y Niebla # 10 Pp. 36,
14,10,1998,Narino,San Jose de Alban,Cabecera Municipal,Bienes Civiles,,Guerrilla-FARC,,,,,Noche y Niebla # 10 Pp. 36,
27,10,1998,Norte de Santander,Hacari,Cabecera Municipal,Bienes Civiles y Lesionado,,Guerrilla-FARC y ELN,17,17,,,Noche y Niebla # 10 Pp. 49,
7,11,1998,Tolima,La Alpujarra,IP La Arada,,,Guerrilla-FARC,1,1,,,Noche y Niebla # 10 Pp. 63,
20,11,1998,Antioquia,Gomez Plata,Cabecera Municipal,Bienes Civiles y Lesionado,,Guerrilla-FARC,1,1,,5,Noche y Niebla # 10 Pp. 72,
26,11,1998,Cauca,Caldono,IP Siberia,Bienes Civiles,,Guerrilla-FARC,,,,,Noche y Niebla # 10 Pp. 76,
30,11,1998,Antioquia,Cocorna,Cabecera Municipal,Bienes Civiles y Lesionado,Carro Bomba,Guerrilla-FARC y ELN,,,,,Noche y Niebla # 10 Pp. 80,
10,12,1998,Cundinamarca,Beltran,Cabecera Municipal,,,Guerrilla-FARC,,,,,Noche y Niebla # 10 Pp. 86-87,
12,12,1998,Huila,Algeciras,Cabecera Municipal,Bienes Civiles,,Guerrilla-FARC,1,1,,,Noche y Niebla # 10 Pp. 88,
14,12,1998,Narino,San Pablo,Cabecera Municipal,Bienes Civiles,,Guerrilla-FARC,,,,,Noche y Niebla # 10 Pp. 91,
28,12,1998,Antioquia,Frontino,Corregimiento Nutibara,Bienes Civiles,Cilindros Bomba,Guerrilla-FARC,1,1,,,Noche y Niebla # 10 Pp. 96,
25,3,1998,Meta,Puerto Lleras,Cabecera Municipal,Bienes Civiles y Lesionado,,Guerrilla-FARC,6,4,2,2,Noche y Niebla # 7 y 8 Pp. 79 y 80,
13,4,1998,Arauca,Cravo Norte,Cabecera Municipal,Bienes Civiles y Pillaje,,Guerrilla-FARC,2,,2,,Noche y Niebla # 7 y 8 Pp. 96,
9,5,1998,Caldas,Riosucio,Corregimiento San Lorenzo,Bienes Civiles y Lesionado,,Guerrilla-FARC,2,1,1,4,Noche y Niebla # 7 y 8 Pp. 113,
3,8,1998,Magdalena,Santa Marta,Corregimiento Minca, ,,Guerrilla-ELN,1,,1,,Noche y Niebla # 9 Pp. 54,
3,8,1998,Risaralda,Mistrato,Corregimiento San Antonio de Chami,Bienes Civiles y Lesionado,,Guerrilla-FARC,9,8,1,, Noche y Niebla # 9 Pp. 52,
11,10,1998,Narino,Leiva,Cabecera Municipal,,,Guerrilla-FARC,1, ,1,, Noche y Niebla # 10 Pp. 33,
14,10,1998,Narino,San Bernardo  ,Cabecera Municipal,Bienes Civiles y Lesionado,,Guerrilla-FARC,3,2,1,,Noche y Niebla # 10  Pp. 36,
1,11,1998,Vaupes,Mitu,Cabecera Municipal,Bienes Civiles,,Guerrilla-FARC,103,93,10,,Noche y Niebla # 10  Pp. 55,
18,11,1998,Cauca,Almaguer,Cabecera Municipal,,,Guerrilla-ELN,1,,1,,Noche y Niebla # 10  Pp. 71,
1,12,1998,Antioquia,San Francisco,Cabecera Municipal,Bienes Civiles y Lesionado,Carro Bomba,Guerrilla-FARC y ELN,12,1,11,17,Noche y Niebla # 10  Pp. 83,
3,8,1998,Bolivar,Cordoba,Cabecera Municipal,Secuestro y Masacre,,Guerrilla-FARC,1,1,,,Noche y Niebla # 9 Pag. 55,
25,12,1998,Huila,Saladoblanco,Cabecera Municipal,Lesionado y Asesinato Selectivo,,Guerrilla-FARC,2,,2,,Noche y Niebla # 10 Pag. 95,
26,12,1998,Cesar,Becerril,Cabecera Municipal,Bienes Civiles y Asesinato Selectivo,,Guerrilla-FARC,1, ,1,4,Noche y Niebla # 10 Pag. 95,
5,1,1999,Cesar,Pueblo Bello,Cabecera Municipal,Bienes Civiles,,Guerrilla-FARC,3,2,1,,Noche y Niebla # 11 Pp. 35-36,
21,1,1999,Tolima,Murillo,Cabecera Municipal, ,,Guerrilla-ELN,,,,,Noche y Niebla # 11 Pp. 51,
25,1,1999,Narino,Taminango,Cabecera Municipal,Bienes Civiles,,Guerrilla-FARC,,,,,Noche y Niebla # 11 Pp. 53,
27,1,1999,Cundinamarca,Tibacuy,IP Cumaca,,,Guerrilla-FARC,1,1,,,Noche y Niebla # 11 Pp. 54,
6,2,1999,Tolima,Villahermosa,Cabecera Municipal,Bienes Civiles,,Guerrilla-ELN,,,,,Noche y Niebla # 11 Pp. 63,
20,2,1999,Antioquia,Concepcion,Cabecera Municipal,Bienes Civiles y Secuestro,Fusiles y Artefactos Explosivos,Guerrilla-ELN,,,,,Noche y Niebla # 11 Pp. 79,
10,3,1999,Cauca,Caloto,Cabecera Municipal,,Fusiles y Artefactos Explosivos,Guerrilla-FARC,,,,,Noche y Niebla # 11 Pp. 94-95,
10,3,1999,Cauca,Santander de Quilichao,Cabecera Municipal,"Bienes Civiles, Pillaje, Lesionado, Combate y Asesinato Selectivo",,Guerrilla-FARC,2,1,1,6,Noche y Niebla # 11 Pp. 95,
10,3,1999,Cauca,Piendamo,Cabecera Municipal,Bienes Civiles y Lesionado,,Guerrilla-FARC,,,,1,Noche y Niebla # 11 Pp. 95,
16,3,1999,Boyaca,Tasco,Cabecera Municipal,Bienes Civiles,,Guerrilla-FARC,,,,,Noche y Niebla # 11 Pp. 99,
