Dia,Mes,Ano,Departamento,Municipio,Lugar de Ocurrencia,Tipo de Implicado (1),Tipo de Implicado (2),Nº Victimas,Fuente,
15,8,2004,Meta,Uribe,Vereda La Floresta,Grupos Paramilitares,Grupos Paramilitares,1,Noche y Niebla # 30 Pp. 113. Actualizacion Banco de Datos de Derechos Humanos y Violencia Politica del CINEP ,
15,8,2004,Putumayo,Valle del Guamuez,Corregimiento El Tigre,Grupos Paramilitares,Grupos Paramilitares,1,Noche y Niebla # 30 Pp. 113,
15,8,2004,Putumayo,Valle del Guamuez,Caserio Brisas del Palmar,Grupos Paramilitares,Grupos Paramilitares,1,Noche y Niebla # 30 Pp. 113,
15,8,2004,Tolima,Ataco,IP Santiago Perez  ,Grupos Paramilitares,Grupos Paramilitares,1,Noche y Niebla # 30 Pp. 113,
15,8,2004,Sucre,Chalan,Vereda El Desbarrancado,Guerrilla  ,Guerrilla-FARC,1,Noche y Niebla # 30 Pp. 112,
16,8,2004,Huila,Algeciras,IP La Arcadia - Sitio El Basurero,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Noche y Niebla # 30 Pp. 114,
17,8,2004, Antioquia,Abejorral,Vereda Cauzales,Grupos Paramilitares,Grupos Paramilitares,3,Noche y Niebla # 30 Pp. 115 y 116,
17,8,2004,Huila,Garzon,IP El Recreo,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Noche y Niebla # 30 Pp. 116,
17,8,2004,Tolima,Ibague,Cabecera Municipal - Barrio La Esmeralda,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Noche y Niebla # 30 Pp. 115,
17,8,2004,Cesar,La Paz (Robles),,Grupos Paramilitares,Grupos Paramilitares,1,Noche y Niebla # 30 Pp. 115,
17,8,2004,Cesar,Pailitas,,Grupos Paramilitares,Grupos Paramilitares,1,Noche y Niebla # 30 Pp. 115,
18,8,2004,Atlantico,Barranquilla,Cabecera Municipal - Barrio El Prado,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Noche y Niebla # 30 Pp. 116,
18,8,2004,Bolivar,El Carmen de Bolivar,Zona Rural,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Noche y Niebla # 30 Pp. 116,
18,8,2004,Norte de Santander,Convencion,Cabecera Municipal,Grupos Paramilitares,Grupos Paramilitares,1,Noche y Niebla # 30 Pp. 117,
18,8,2004,Putumayo,Valle del Guamuez,Vereda La Esperanza,Grupos Paramilitares,Grupos Paramilitares,3,Noche y Niebla # 30 Pp. 117 y 118,
18,8,2004,Valle del Cauca,Tulua,"Corregimientos Quebradagrande, San Isidro, El Bosque y Alto Bonito",Grupos Paramilitares,Grupos Paramilitares,1,Noche y Niebla # 30 Pp. 117,
19,8,2004,Tolima,Anzoategui,Parque de Los Nevados,Fuerza Publica,Ejercito Nacional,3,Noche y Niebla # 30 Pp. 118,
19,8,2004,Cundinamarca,Fusagasuga,Cabecera Municipal,Grupos Paramilitares,Grupos Paramilitares,1,Noche y Niebla # 30 Pp. 118,
19,8,2004,Putumayo,Valle del Guamuez,Vereda La Esperanza,Grupos Paramilitares,Grupos Paramilitares,1,Noche y Niebla # 30 Pp. 119,
20,8,2004,Bolivar,Magangue,,Grupos Paramilitares,Grupos Paramilitares,1,Noche y Niebla # 30 Pp. 121,
20,8,2004,Caldas,Villa Maria,Cabecera Municipal - Barrio Santa Ana,Grupos Paramilitares,Grupos Paramilitares,1,Noche y Niebla # 30 Pp. 119,
20,8,2004,Magdalena ,Santa Marta,Zona Rural de La Sierra Nevada,Grupos Paramilitares,Grupos Paramilitares,2,Noche y Niebla # 30 Pp. 119 y 120,
20,8,2004,Putumayo,Valle del Guamuez,,Grupos Paramilitares,Grupos Paramilitares,2,Noche y Niebla # 30 Pp. 120,
21,8,2004,Boyaca,Sogamoso,Cabecera Municipal,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Noche y Niebla # 30 Pp. 121,
21,8,2004,Tolima,Melgar,,Grupos Paramilitares,Grupos Paramilitares,1,Noche y Niebla # 30 Pp. 122,
21,8,2004,Valle del Cauca,Tulua,,Grupos Paramilitares,Grupos Paramilitares,1,Noche y Niebla # 30 Pp. 122,
21,8,2004,Sucre,Chalan,,Guerrilla  ,Guerrilla-FARC,1,Noche y Niebla # 30 Pp. 121,
23,8,2004,Magdalena ,San Sebastian de Buenavista,Zona Rural,Fuerza Publica,Ejercito Nacional,1,Noche y Niebla # 30 Pp. 123,
23,8,2004,Risaralda,Pereira,Cabecera Municipal,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Noche y Niebla # 30 Pp. 123,
23,8,2004,Santander,Barrancabermeja,Cabecera Municipal - Barrio Arenal,Grupos Paramilitares,Grupos Paramilitares,1,Noche y Niebla # 30 Pp. 124,
24,8,2004,La Guajira,Maicao,Cabecera Municipal - Barrio Alto Prado,Grupo Armado No Identificado,Grupo Armado No Identificado,3,Noche y Niebla # 30 Pp. 126,
24,8,2004,Risaralda,Santa Rosa de Cabal,IP Boqueron,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Noche y Niebla # 30 Pp. 126,
25,8,2004,Caldas,Chinchina,Vereda Galpones,Grupo Armado No Identificado,Grupo Armado No Identificado,2,Noche y Niebla # 30 Pp. 127,
25,8,2004,Tolima,Coyaima,Cabecera Municipal,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Noche y Niebla # 30 Pp. 127,
26,8,2004,Bolivar,Cartagena,,Desconocidos,Desconocidos,1,Noche y Niebla # 30 Pp. 128,
26,8,2004,Caqueta,San Vicente del Caguan,IP Balsillas,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Noche y Niebla # 30 Pp. 129,
26,8,2004,Tolima,Venadillo,IP La Sierrita,Grupos Paramilitares,Grupos Paramilitares,1,Noche y Niebla # 30 Pp. 129,
26,8,2004,Putumayo,Villagarzon,Vereda La Cristalina,Guerrilla  ,Guerrilla-FARC,1,Noche y Niebla # 30 Pp. 129,
27,8,2004,Huila,Algeciras,IP El Toro,Grupo Armado No Identificado,Grupo Armado No Identificado,2,Noche y Niebla # 30 Pp. 129,
27,8,2004,Valle del Cauca,Palmira,Cabecera Municipal,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Noche y Niebla # 30 Pp. 129,
27,8,2004,Exterior,Venezuela,Via a San Cristobal,Grupos Paramilitares,Grupos Paramilitares,1,Banco de Datos de Derechos Humanos y Violencia Politica del CINEP,
27,8,2004,Risaralda,Quinchia,Cabecera Municipal,Grupos Paramilitares,Grupos Paramilitares,1,Noche y Niebla # 30 Pp. 129,
27,8,2004,Antioquia ,Vigia del Fuerte,Comunidad Puerto Palacio,Guerrilla  ,Guerrilla-FARC,1,Noche y Niebla # 30 Pp. 129,
27,8,2004,Casanare,Chameza,Via a Vereda Monterralo,Guerrilla  ,Guerrilla-FARC,2,Noche y Niebla # 30 Pp. 129,
28,8,2004,Caldas,Riosucio,Comunidad Sipirria,Grupos Paramilitares,Grupos Paramilitares,2,Noche y Niebla # 30 Pp. 130,
28,8,2004,Caldas,Villa Maria,Cabecera Municipal,Grupos Paramilitares,Grupos Paramilitares,1,Noche y Niebla # 30 Pp. 130,
28,8,2004,Huila,Colombia,Vereda Bella Vista,Grupos Paramilitares,Grupos Paramilitares,2,Noche y Niebla # 30 Pp. 130,
29,8,2004,Risaralda,Pereira,Corregimiento Puerto Caldas,Grupos Paramilitares,Grupos Paramilitares,1,Noche y Niebla # 30 Pp. 131,
29,8,2004,Risaralda,Quinchia,Vereda Cartagüena,Grupos Paramilitares,Grupos Paramilitares,1,Noche y Niebla # 30 Pp. 131,
29,8,2004,Risaralda,Santa Rosa de Cabal,Zona Rural,Grupos Paramilitares,Grupos Paramilitares,1,Noche y Niebla # 30 Pp. 131,
30,8,2004,Cesar,Pailitas,"Veredas Bobali Nº1 y Nº2, Guarumera, Quebrada Chiquita, Villanueva Nº 1 y Nº 2, Llanos Nº 1 y Nº 2 y La Estrella",Grupos Paramilitares,Grupos Paramilitares,2,Noche y Niebla # 30 Pp. 132 y 133,
30,8,2004,Sucre,Ovejas,Zona Rural,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Noche y Niebla # 30 Pp. 132,
30,8,2004,Tolima,Espinal,,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Noche y Niebla # 30 Pp. 132,
31,8,2004,Caldas,Manizales,Cabecera Municipal,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Noche y Niebla # 30 Pp. 133,
31,8,2004,Cesar,Pailitas,Vereda Quebrada Chiquita,Grupos Paramilitares,Grupos Paramilitares,1,Noche y Niebla # 30 Pp. 133,
31,8,2004,Distrito Capital,Bogota D.C.,Cabecera Municipal - Barrio Santa Fe,Grupos Paramilitares,Grupos Paramilitares,1,Noche y Niebla # 30 Pp. 134,
31,8,2004,Choco ,Bojaya,IP Lomas de Bojaya,Guerrilla  ,Guerrilla-FARC,1,Noche y Niebla # 30 Pp. 133,
1,9,2004,Cundinamarca,Soacha,Cabecera Municipal - Barrio El Arroyo,Grupos Paramilitares,Grupos Paramilitares,1,Banco de Datos de Derechos Humanos y Violencia Politica del CINEP,
1,9,2004,Risaralda,Pereira,Cabecera Municipal - Barrio Villasantana,Grupos Paramilitares,Grupos Paramilitares,1,Noche y Niebla # 30 Pp. 145,
1,9,2004,Antioquia ,Vigia del Fuerte,Comunidad Puerto Palacio,Guerrilla  ,Guerrilla-FARC,1,Noche y Niebla # 30 Pp. 145,
1,9,2004,Choco ,Medio Atrato,Corregimiento San Jose del Buey,Guerrilla  ,Guerrilla-FARC,1,Noche y Niebla # 30 Pp. 145,
2,9,2004,Caldas,Riosucio,Resguardo San Lorenzo,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Noche y Niebla # 30 Pp. 146,
2,9,2004,Cordoba,Tierralta,Corregimiento Santafe de Ralito,Grupos Paramilitares,Grupos Paramilitares,1,Noche y Niebla # 30 Pp. 146,
2,9,2004,Distrito Capital,Bogota D.C.,Cabecera Municipal,Grupos Paramilitares,Grupos Paramilitares,1,Noche y Niebla # 30 Pp. 148,
3,9,2004,Cordoba,Tierralta,Corregimiento Santafe de Ralito,Grupos Paramilitares,Grupos Paramilitares,1,Noche y Niebla # 30 Pp. 148,
3,9,2004,Guaviare,Calamar,Vereda El Barrancancon,Guerrilla  ,Guerrilla No Identificada,1,Noche y Niebla # 30 Pp. 149,
4,9,2004,Choco,Quibdo,,Fuerza Publica,Ejercito Nacional,2,Noche y Niebla # 30 Pp. 149,
4,9,2004,Valle del Cauca,Roldanillo,Via a Zarzal,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Noche y Niebla # 30 Pp. 150,
4,9,2004, Antioquia,Anori,Vereda Tacamocho,Grupos Paramilitares,Grupos Paramilitares,2,Noche y Niebla # 30 Pp. 150,
4,9,2004,Bolivar,Magangue,,Grupos Paramilitares,Grupos Paramilitares,2,Noche y Niebla # 30 Pp. 150,
4,9,2004,Norte de Santander,Tibu,Caserio Petrolera,Grupos Paramilitares,Grupos Paramilitares,1,Banco de Datos de Derechos Humanos y Violencia Politica del CINEP,
4,9,2004,Putumayo,Puerto Asis,Cabecera Municipal - Barrio Obrero,Grupos Paramilitares,Grupos Paramilitares,3,Noche y Niebla # 30 Pp. 149 y 150,
5,9,2004, Antioquia,Granada,Corregimiento Santa Ana - Vereda La Arenosa,Fuerza Publica,Ejercito Nacional,2,Banco de Datos de Derechos Humanos y Violencia Politica del CINEP,
5,9,2004,Tolima,Roncesvalles,Vereda La Laguna,Fuerza Publica,Ejercito Nacional,1,Banco de Datos de Derechos Humanos y Violencia Politica del CINEP,
5,9,2004,Caldas,Villa Maria,Zona Rural,Grupos Paramilitares,Grupos Paramilitares,1,Noche y Niebla # 30 Pp. 150,
6,9,2004, Antioquia,Remedios,Cabecera Municipal,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Noche y Niebla # 30 Pp. 151,
6,9,2004,Magdalena ,Algarrobo,Cabecera Municipal - Barrio Bancada del Ferrocarril,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Noche y Niebla # 30 Pp. 150,
6,9,2004,Santander,Barrancabermeja,Vereda Los neques.,Grupos Paramilitares,Grupos Paramilitares,1,Noche y Niebla # 30 Pp. 150,
7,9,2004,Caqueta,Cartagena del Chaira,Vereda Laguna del Chaira,Fuerza Publica,Ejercito Nacional,1,Noche y Niebla # 30 Pp. 153,
7,9,2004,Huila,Campoalegre,Sitio La Curva de Valencia,Grupo Armado No Identificado,Grupo Armado No Identificado,2,Noche y Niebla # 30 Pp. 152,
7,9,2004,Risaralda,Apia,IP Guarne,Grupos Paramilitares,Grupos Paramilitares,1,Banco de Datos de Derechos Humanos y Violencia Politica del CINEP,
7,9,2004,Tolima,Casabianca,IP San Geronimo,Grupos Paramilitares,Grupos Paramilitares,1,Noche y Niebla # 30 Pp. 153,
7,9,2004,Tolima,Lerida ,Zona Rural,Grupos Paramilitares,Grupos Paramilitares,1,Noche y Niebla # 30 Pp. 152,
7,9,2004,Caldas,Samana,Vereda El Arrebol,Guerrilla  ,Guerrilla-FARC,1,Noche y Niebla # 30 Pp. 152,
8,9,2004,Cesar,Pailitas,Zona Rural,Grupos Paramilitares,Grupos Paramilitares,1,Noche y Niebla # 30 Pp. 153,
9,9,2004,Caldas,Anserma,IP Palo Blanco,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Noche y Niebla # 30 Pp. 155,
9,9,2004,Caldas,Marquetalia,Vereda El Choco,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Noche y Niebla # 30 Pp. 155,
9,9,2004,Tolima,San Luis,Vereda Contreras,Grupos Paramilitares,Grupos Paramilitares,1,Noche y Niebla # 30 Pp. 155,
10,9,2004,Arauca,Tame,Zona Rural,Grupo Armado No Identificado,Grupo Armado No Identificado,2,Noche y Niebla # 30 Pp. 156,
10,9,2004,Norte de Santander,El Carmen,,Grupos Paramilitares,Grupos Paramilitares,1,Noche y Niebla # 30 Pp. 156,
10,9,2004,Valle del Cauca,Buenaventura,Cabecera Municipal,Grupos Paramilitares,Grupos Paramilitares,2,Noche y Niebla # 30 Pp. 156,
11,9,2004,Risaralda,Pereira,Cabecera Municipal - Barrio Parque Industrial,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Noche y Niebla # 30 Pp. 157,
11,9,2004,Sucre,Sincelejo,,Grupos Paramilitares,Grupos Paramilitares,1,Noche y Niebla # 30 Pp. 157,
11,9,2004,Meta,El Castillo,Vereda Cano Claro,Guerrilla  ,Guerrilla No Identificada,2,Noche y Niebla # 30 Pp. 157,
11,9,2004,Tolima,Libano,IP Tierradentro - Vereda San Isidro ,Guerrilla  ,Guerrilla-FARC,3,Noche y Niebla # 30 Pp. 157,
12,9,2004,Valle del Cauca,Tulua,,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Noche y Niebla # 30 Pp. 157 y 158,
12,9,2004,Tolima,Casabianca,Vereda El Zulia,Grupos Paramilitares,Grupos Paramilitares,1,Noche y Niebla # 30 Pp. 158,
13,9,2004,La Guajira,Dibulla,Corregimiento Palomino,Grupo Armado No Identificado,Grupo Armado No Identificado,2,Noche y Niebla # 30 Pp. 158,
14,9,2004, Antioquia,Granada,Vereda El Roblal,Fuerza Publica,Ejercito Nacional,2,Banco de Datos de Derechos Humanos y Violencia Politica del CINEP,
14,9,2004, Antioquia,Medellin,Cabecera Municipal - Barrio La Cruz,Fuerza Publica,Ejercito Nacional,2,Noche y Niebla # 30 Pp. 158 y 159,
14,9,2004,Risaralda,Pereira,Cabecera Municipal,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Noche y Niebla # 30 Pp. 159,
14,9,2004,Valle del Cauca,Cali,Cabecera Municipal,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Noche y Niebla # 30 Pp. 159,
15,9,2004,Boyaca,Sogamoso,Cabecera Municipal,Grupos Paramilitares,Grupos Paramilitares,1,Noche y Niebla # 30 Pp. 159,
16,9,2004,La Guajira,Maicao,Cabecera Municipal - Barrio Miraflores,Grupos Paramilitares,Grupos Paramilitares,3,Noche y Niebla # 42 Pp. 177,
16,9,2004,Guaviare,San Jose del Guaviare,Vereda La Argentina,Guerrilla  ,Guerrilla-FARC,1,Noche y Niebla # 30 Pp. 160,
17,9,2004,Atlantico,Barranquilla,Cabecera Municipal - Barrio Prado,Grupos Paramilitares,Grupos Paramilitares,2,Noche y Niebla # 30 Pp. 160 y 161,
17,9,2004,Risaralda,Pereira,Cabecera Municipal - Barrio La Isla de la ciudadela Cuba,Grupos Paramilitares,Grupos Paramilitares,1,Noche y Niebla # 30 Pp. 161,
17,9,2004,Sucre,Sincelejo,Cabecera Municipal - Barrio El Bosque,Guerrilla  ,Guerrilla-FARC,1,Noche y Niebla # 30 Pp. 160,
18,9,2004,Valle del Cauca,Dagua,Vereda El Placer,Fuerza Publica-Grupos Paramilitares,Ejercito Nacional-Grupos Paramilitares,1,Noche y Niebla # 30 Pp. 162,
18,9,2004,Atlantico,Tubara,Corregimiento Gualmaral - Sitio Bajos de Altamira,Grupo Armado No Identificado,Grupo Armado No Identificado,3,Noche y Niebla # 30 Pp. 161,
18,9,2004,Huila,Gigante,Vereda La Vega,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Noche y Niebla # 30 Pp. 161,
18,9,2004,Magdalena ,Pivijay,Comunidad de Pijiguay,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Noche y Niebla # 30 Pp. 161,
18,9,2004,Risaralda,Pereira,Cabecera Municipal - Barrio Samaria,Grupos Paramilitares,Grupos Paramilitares,1,Noche y Niebla # 30 Pp. 162,
18,9,2004, Antioquia,San Francisco,Corregimiento Aquitania,Guerrilla  ,Guerrilla-FARC,2,Noche y Niebla # 30 Pp. 161 y 162,
18,9,2004,Valle del Cauca,Florida,,Guerrilla  ,Guerrilla-FARC,1,Noche y Niebla # 30 Pp. 162,
19,9,2004,Valle del Cauca,Bugalagrande,,Grupo Armado No Identificado,Grupo Armado No Identificado,2,Noche y Niebla # 30 Pp. 163,
19,9,2004,Magdalena ,Santa Marta,Cabecera Municipal,Grupos Paramilitares,Grupos Paramilitares,1,Noche y Niebla # 30 Pp. 162,
19,9,2004,Risaralda,Pereira,Cabecera Municipal - Barrio Japon,Grupos Paramilitares,Grupos Paramilitares,1,Noche y Niebla # 30 Pp. 162 y 163,
19,9,2004,Risaralda,Pereira,Cabecera Municipal - Barrio Cristales,Grupos Paramilitares,Grupos Paramilitares,1,Noche y Niebla # 30 Pp. 163,
20,9,2004,Valle del Cauca,Guacari,Via a Buga - Sitio El Pinal,Grupo Armado No Identificado,Grupo Armado No Identificado,2,Noche y Niebla # 30 Pp. 164,
20,9,2004,Bolivar,San Jacinto,,Grupos Paramilitares,Grupos Paramilitares,1,Noche y Niebla # 30 Pp. 164,
21,9,2004, Antioquia,Granada,Vereda San Francisco,Fuerza Publica,Ejercito Nacional,1,Banco de Datos de Derechos Humanos y Violencia Politica del CINEP,
21,9,2004,Atlantico,Baranoa,Vereda San Javier,Grupos Paramilitares,Grupos Paramilitares,1,Noche y Niebla # 30 Pp. 164,
21,9,2004, Antioquia,Dabeiba,Sitio Cajones ,Guerrilla  ,Guerrilla-FARC,1,Noche y Niebla # 30 Pp. 164,
22,9,2004,Arauca,Tame,IP Corocito Macagua,Grupos Paramilitares,Grupos Paramilitares,1,Noche y Niebla # 30 Pp. 165,
22,9,2004,Caqueta,Solano,Vereda La Macarena,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Noche y Niebla # 30 Pp. 165,
22,9,2004,Magdalena ,Aracataca,Zona Rural,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Noche y Niebla # 30 Pp. 165,
22,9,2004,Cauca,Santander de Quilichao,Corregimiento San Isidro,Grupos Paramilitares,Grupos Paramilitares,3,Noche y Niebla # 30 Pp. 166,
22,9,2004,Tolima,Ibague,Cabecera Municipal,Grupos Paramilitares,Grupos Paramilitares,3,Noche y Niebla # 30 Pp. 165,
24,9,2004,Cordoba,Monteria,Zona Rural,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Noche y Niebla # 30 Pp. 166,
25,9,2004,Atlantico,Luruaco,Corregimiento Los Pendales,Grupo Armado No Identificado,Grupo Armado No Identificado,2,Noche y Niebla # 30 Pp. 167,
25,9,2004,Huila,Neiva,Vereda Las Canoas,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Noche y Niebla # 30 Pp. 167,
26,9,2004,Magdalena ,Santa Marta,Cabecera Municipal ,Desconocidos,Desconocidos,1,Noche y Niebla # 30 Pp. 168,
26,9,2004, Antioquia,Medellin,Cabecera Municipal - Barrio Olaya,Fuerza Publica,Ejercito Nacional,1,Banco de Datos de Derechos Humanos y Violencia Politica del CINEP,
28,9,2004,Magdalena ,Cienaga,Sierra Nevada de Santa Marta,Fuerza Publica,Ejercito Nacional,1,Noche y Niebla # 30 Pp. 169,
28,9,2004,Valle del Cauca,Cali,Cabecera Municipal - Barrio La Nueva Base de Cali,Grupos Paramilitares,Grupos Paramilitares,1,Noche y Niebla # 30 Pp. 169,
29,9,2004,Sucre,La Union,Caserio El Jacobo,Desconocidos,Desconocidos,2,Noche y Niebla # 30 Pp. 170,
29,9,2004,Cauca,El Tambo,Vereda Chisquio,Grupo Armado No Identificado,Grupo Armado No Identificado,2,Noche y Niebla # 30 Pp. 170,
29,9,2004,Huila,Pitalito,Vereda Providencia,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Noche y Niebla # 30 Pp. 169 y 170,
29,9,2004,Magdalena ,Fundacion,Vereda Agua Bendita,Guerrilla  ,Guerrilla-ELN,1,Noche y Niebla # 30 Pp. 170,
30,9,2004, Antioquia,Anori,,Grupos Paramilitares,Grupos Paramilitares,2,Noche y Niebla # 30 Pp. 170,
30,9,2004,Risaralda,Pereira,Cabecera Municipal - Barrio Villasantana,Grupos Paramilitares,Grupos Paramilitares,1,Noche y Niebla # 30 Pp. 170 y 171,
1,10,2004,Guaviare,El Retorno,IP La Libertad - Sitio Rancho Moriche,Grupos Paramilitares,Grupos Paramilitares,1,Banco de Datos de Derechos Humanos y Violencia Politica del CINEP,
2,10,2004, Antioquia,Apartado,Cabecera Municipal - Barrio La Chinita ,Grupos Paramilitares,Grupos Paramilitares,1,Noche y Niebla # 30 Pp. 181,
2,10,2004,Caldas,Manizales,Cabecera Municipal - Barrio Bosques del Norte,Grupos Paramilitares,Grupos Paramilitares,3,Noche y Niebla # 30 Pp. 182,
2,10,2004,Caldas,Villa Maria,,Grupos Paramilitares,Grupos Paramilitares,1,Noche y Niebla # 30 Pp. 182,
3,10,2004,Cesar,Valledupar,Corregimiento Atanquez,Fuerza Publica,Ejercito Nacional,1,Noche y Niebla # 30 Pp. 182,
3,10,2004,Caldas,Samana,IP El Silencio,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Noche y Niebla # 30 Pp. 183,
3,10,2004,Caldas,Samana,Vereda Vibora,Guerrilla  ,Guerrilla-FARC,1,Banco de Datos de Derechos Humanos y Violencia Politica del CINEP,
4,10,2004,Cesar,Pelaya,Vereda El Conguito,Grupos Paramilitares,Grupos Paramilitares,2,Noche y Niebla # 30 Pp. 183,
4,10,2004,Huila,Colombia,IP Potrero Grande,Grupos Paramilitares,Grupos Paramilitares,1,Noche y Niebla # 30 Pp. 183,
5,10,2004,Cesar,Valledupar,,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Noche y Niebla # 30 Pp. 184,
5,10,2004,Meta,El Castillo,Caserio Puerto Esperanza,Grupos Paramilitares,Grupos Paramilitares,1,Noche y Niebla # 30 Pp. 184,
6,10,2004,Sucre,Coloso,Corregimiento Chinulito,Fuerza Publica,Armada Nacional,1,Noche y Niebla # 30 Pp. 185,
6,10,2004,Boyaca,Muzo,Vereda La Cana,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Noche y Niebla # 30 Pp. 185,
6,10,2004,Huila,Pitalito,Cabecera Municipal - Bosques de la Rivera,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Noche y Niebla # 30 Pp. 185,
6,10,2004,Sucre,Los Palmitos,Sitio La Curva de la Santa,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Noche y Niebla # 30 Pp. 185,
6,10,2004, Antioquia,Medellin,Cabecera Municipal - Barrio Las Independencias 3,Grupos Paramilitares,Grupos Paramilitares,1,Noche y Niebla # 30 Pp. 184 y 185,
6,10,2004,Risaralda,Pereira,Cabecera Municipal - Barrio Santander,Grupos Paramilitares,Grupos Paramilitares,1,Noche y Niebla # 30 Pp. 185,
7,10,2004,Sucre,Toluviejo,Corregimiento La Palmira - Caserio La Floresta,Desconocidos,Desconocidos,1,Noche y Niebla # 30 Pp. 186,
10,10,2004,Risaralda,Pereira,,Desconocidos,Desconocidos,1,Noche y Niebla # 30 Pp. 188,
10,10,2004,Boyaca,San Pablo de Borbur,Vereda Alto del Oso,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Noche y Niebla # 30 Pp. 187 y 188,
10,10,2004,Risaralda,Pereira,Cabecera Municipal - Barrio Primero de Agosto,Grupos Paramilitares,Grupos Paramilitares,1,Noche y Niebla # 30 Pp. 188,
11,10,2004,Risaralda,Pereira,Cabecera Municipal - Barrio Miraflores,Grupos Paramilitares,Grupos Paramilitares,1,Noche y Niebla # 30 Pp. 189,
12,10,2004,Caldas,Filadelfia,Corregimiento Morritos - Vereda Quiebra Roja,Desconocidos,Desconocidos,1,Noche y Niebla # 30 Pp. 190,
12,10,2004,Risaralda,Pereira,Cabecera Municipal,Grupos Paramilitares,Grupos Paramilitares,2,Noche y Niebla # 30 Pp. 189,
